Nama,Tanggal,Rating,comment
Muhammad Dwi Prastiyo PRAS,31 Juli 2021,5,Aplikasi ini bagus sekali....
RIZKI GUSTI GAMING,29 Juli 2021,5,Tiktok buat saya terkenal wajib download  kenapa masih lihat bawah
Putra pemas Permas,3 Agustus 2021,5,aku nyesel banget pilih aplikasi ini Tapi bohong aplikasi ini bagus banget
Muhammad. Rafi Haikal,2 Agustus 2021,5,Aplikasi ini sangat bagus
Khoirul Fathoni,4 Agustus 2021,5,Aplikasi bagus buat menghibur bila gabut donwload aja tiktok sangat sangat bagus kenapa lihat lihat ke bawah kan sudah di bilang bagus
Abu Zaky,2 Agustus 2021,2,Halo nama saya asep
1Zakaria,5 Agustus 2021,3,"Jujur saya pengguna tiktok yang pasti setiap hari buka, tapi tolong tiktok pembatasan karakter comment itu jangan dikit banget, kalau 200 doang lu nyusahin orang hidup untuk mempaikan sesuatu, tolong tambah minimal ya jadi 500 karakter di ini aplikasi PlayStore ini, dan tolong saya sumpah ..."
Legacyfx.,25 Juli 2021,5,"Kenapa akun saya di ban, padahal sudah mau 100 followers gua sudah follow bak orang dengan gampang kau ban, tolong untuk pihak tiktok segera mengembalikan akun saya Nama akun Areli|Evan. Tolong untuk pihak tiktok mengembalikan akun saya, saya sudah memai semua aturan, sekali lagi mohon kembalikan ..."
Sifha Sifha,29 Juli 2021,5,Aku suka sama tiktok aplikasi bagus banget...
Dari Doang,5 Agustus 2021,5,ini jelek canda ?????????????????????????????????????????????????? kenapa lihat kebawah kan kata aku bercanda
kurnia cwantwix,15 Juli 2021,1,"Dulu saya sepakat anak saya aktif di tiktok, anak bisa mengembangkan bakat dan imajinasi disini. Tapi sekarang, rasa ingin saya hapus aja aplikasi. Sama sekali enggak pantas untuk semua kalangan. Bak konten porno. Sudah saya laporkan, tapi tanggapan malah ""tidak melanggar panduan komunitas kami""."
Muhammad Jurais haq,19 Juli 2021,3,"Ada bug. Barusan saya salin link video, terus saya kirim ke temen, nah pas temen saya buka video  dari link yang saya salin tadi, video beda dari video awal yang link saya salin tadi. Mohon untuk segera di perbaiki. Karena agak annoying."
Raisya Aulia Fitri,6 Agustus 2021,4,"Umm hai, kenapa ya sudah 3 hari ini lag? Video  tidak bisa di putar padahal jaringan internet saya baik baik saja, tolong di perbaiki ya^^"
Anik nadya,18 Juli 2021,5,"Aplikasi tiktok ini menghibur banget sih, pas lagi bosen"" gitu buka aplikasi tiktok ini terhibur dan jadi tidak bosen lagi, apa lagi pas tidak ada mood untuk beraktifitas buka apikasi tiktok mood jadi balik lagi. Pokok tiktok terbaik . Tapi aku saranin untuk kalian jangan keseringan buka tiktok,main hp"
Salsa Billa,21 Juli 2021,5,"Aplikasi super duper bagus,ini benar benar menghibur,kalau misal sedang sedia kalian wajib download ini dijamin bahagia,bak konten-konten bermanfaat,menghibur,dan pasti ada yang horor juga dong.Pokok kalau kalian download enggak bakal kecewa"
Percoken Indra,5 Agustus 2021,1,"Enggak jelas system panduan komunitas, kata enggak boleh upload yang berbaur kejahatan, kekerasan dan konten sexsual. tapi bak  yang masih bak konten yang menonjolkan t*t*k dan m*m*k masih aman2 aja.kok gak dihapus, gua yang upload video biasa2 aja di hapus dan dibanned kontol. Konsisten dong."
Irfan Lubpi,4 Agustus 2021,5,Tolong bantu reset kata sandi saya . Hapus email dan no hp yang terkait di akun saya . sebab akun saya telah di retas oleh orang lain . dan sekarang saya tidak bisa login . tolong bantuan  . semoga ada tanggapan . username PITEKLUBPI
M miftakhur Zaqi,8 Agustus 2021,5,Hallo admin tiktok saya sangat menyukai aplikasi ini saya sudah aktif di tiktok dan Alhamdulillah hasil yang aku dapat kan bak sekali mulai dari like video bak follower bak aku ingin banget verified
Zaqiyatuz Zahro,8 Agustus 2021,3,"Tolong ya saya sudah pencet not interested ke beberapa video tapi makin bak yang muncul di fyp saya. Tolong buat command ""not interested."" Itu berguna. Btw akun saya qiyaaw"
Sans01,7 Agustus 2021,4,SEMOGA POSTINGANKU FYP TERIMAKASIH
Jhnna.,7 Agustus 2021,2,Jujur ya kesel banget kenapa sih tiktok setiap aku login akun pasti di blok sudah 4 akun saya di blok saya sangat kecewa padahal dulu akun saya baik baik saja tapi kenapa sekarang seperti ini padahal saya baru login di akun saya saya belum buat pelanggaran apa apa tapi langsung di blok
Sami Aji,21 Juli 2021,5,Halo devoloper tiktok... mohon saran.. kalau boleh sih.. misi putar point di perlancar dong sedikit sedikit.. jangan cuma 7 hari aja.. agar pada betah akun ... enggak pindah pindah... sekian terimakasih.. semoga dapat di kabulkan.. amiiin.
HARDI ARDIANSYAH,25 Juli 2021,1,Admin TikTok yang SANGAT tidak kompeten saya rasa. kerjaan  ngeBlokir akun akun yang dilaporin pihak tertentu dengan alasan melanggar panduan ... harus admin TikTok bisa membedakan mana konten yang melanggar mana konten yang tidak disukai karena selera orang... karna dilapangan bak sekali konten.
BONAY YUNI,28 Juli 2021,5,"Woyy Admin tiktok seluruh jabodetabek tolong dong masukin ke fyp/untuk anda konten-konten saya ke orang lain bolangg_cibuburjaktim.98 saya sudah main tiktok dari 2015 sampe sekarang konten-konten saya jarang banget masuk fyp/untuk anda konten-konten saya ke orang lain, selagi tolong masukin ya."
Saghrillah Rahma,8 Agustus 2021,5,Sip. Dulu agak gimana gitu pakai tiktok. enggak mau download. Setelah coba terta malah lebih bak edukasi trik dll yang bermanfaat yang ditampilkan di fyp. Thanks tiktok untuk inovasi luar biasa
Alif aditiya,17 Juli 2021,5,Bagus banget Game pokok seru ...
Aminah aminah,7 Agustus 2021,5,Saya merasa terhibur dengan ada tiktok kadang saya penat bosan dengan pekerjaan yang melelahkan saya hibur diri saya dengan buka tiktok sekaligus memperbak teman dan saudara😊
Resla Zety,23 Juli 2021,4,"Aku suka aplikasi tiktok karena tempat curahan hatiku,,selain itu menambah bak teman dan saudara,,,terima kasih tiktok"
Suchrisno Ajah,8 Agustus 2021,2,Kecewa sama developer tiktok bikin system tidak bisa bedain akun real atau palsu Yang real susah masukin kode lebih baik gedein coin kehadiran sama koin nonton aja jangan revisi kalau tidak bisa bedain mah
Rika Dedek,5 Agustus 2021,5,Aku senang bermain. Tiktok ini lah hiburan yang tidak membosankan selalu ada versi terbaru untuk filter terus nambah pengalaman juga
Hanzz,2 Agustus 2021,5,"Bagi yang enggak ada tiktok koin, lu pakai akun alamat Amerika tidak, jadi enggak ada koin..."
Vicky Adi,5 Juni 2021,2,"Kenapa saya tidak bisa memasukan kode undangan, padahal saya kan pengguna baru, pertama keluhan adalah tidak lolos control penipuan, keluhan kedua kesalahan jaringan harap coba lagi. Itu saja keluhan. Mohon diperbaiki dong pihak tiktok"
Maharani Aulia Rahma,15 Juli 2021,2,Kok enggak ada tanda koin ya? Pertama tama ada lama lama hilang gimana sih padahal sudah ada koin 😭
Brunu Cabang,3 Juni 2021,5,"Jelek sekali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...................................................................??????????????????????????????????????????????????????????????????????????????????????????????????????????tapi bohong hayuk"
Nafisa putri,5 Agustus 2021,1,Jelek banget dong tapi kembali terus tolong ya yang nyiptain tiktok tolong di perbaiki ok
Menma,25 Juli 2021,5,"Aku mau ta kok, tidak bisa aku pakai kaya kaset kalo dibuka"
Pembangunan NKRI,18 Juni 2021,1,Kenapa sangat sulit memasukkan kode undangan. Pengguna baru kecewa untuk kebajikan tiktok . 😓 Lebih baik besarkan hadiah menonton dari pada undang teman sudah dibagikan kode undangan tetapi tetap tidak lolos kontrol penipuan .
طالب,26 Juli 2021,5,"Bagus sekali aplikasi tiktok ini, di saat aku sedih senang, aku bikin tiktok"
Hindun Sulistiyowati,21 Mei 2021,4,"Apa iya aplikasi tiktok ini bisa menghasilkan uang,? Klau emang bisa gimana cara melihat dan gimana cara mengambil,? Tolong yang paham dijawab ya Terimakasih😍"
Mira Asmara,25 Juli 2021,5,Semoga tiktok digunakan untuk kebaikan jangan joget berlebihan
novika laura,23 Juli 2021,1,"Mana ini admin kok enggak ada yang dibalas keluhan, apakah uang sudah habis?"
Denilson Dsb,24 Juli 2021,4,Kurang bagus kenapa saya bilang kurang bagus karena tidak bisa Download video jadi diperbaiki lagi ya 😁😁😁😎😄😄😄😄😄😁😁😁😄😁😁😄😁😄😁😄😁😄😁😄😁😁😄😄😁😁😄😁😄😄😁😄😁😄😁😄😁😄😁😄😁😄😁😄😁😄😁😄😆😄😆😄😄😆😄😆😄😆😄😆😄😆😄😁😄😁😄😁😄😆😄😆😄😆😄😁😄😁😄😁😄😁😄😆😄😆😄😆😄😆😄😆😆😄...
Kecoa Loncat,25 Juli 2021,5,Untuk pemula lumayan tidak sulit untuk menggunakan aplikasi ini menghibur
Siti Nuryanti,4 Agustus 2021,4,Tiktok bagus bisa menghibur semua orang
Tandi Saputra,31 Mei 2021,4,"Kemana koin, kok tiba tiba hilang begitu saja? Setelah saya instal aplikasi tiktok lite . Saran itu aja aja keluhan"
Ucu Mencrang,6 Agustus 2021,5,"bagus pokok mah,, gak bkalan rungkad kalo dah kenal dunia pertiktokan mah 😁😁"
Tio 123,27 Juli 2021,1,Woy anjing kenapa gua gak bisa daftar goblok padahal kalo bisa gua kasih bintang 5 tiktok goblok
Diana Nova,7 Agustus 2021,5,Bagus dan bisa menghibur makasih tiktok
ica marysa Risnandar,19 Juli 2021,5,Semoga lebih baik. Untuk rakyat.sebangsa & senegara.
CAMELIA TV CREATOR,9 Juli 2021,5,Tolong dong koin hadir sama nonton 4O menit adakan lagi... Jangan event undangan terus yang di besarkan.. Gara gara kode undangan bak yang bikin akun palsu untuk curang Dan bug.. Akibat kita yang akun original selalu error dan dikira akun penipuan
MiladNairoukh Milla,25 Mei 2021,2,"Aku beri bintang 2 aja dulu,heran aplikasi pu ku ,ko filter x ,bak yang enggak bisa dipake sih. Tolong jawab ????"
SuMi SUMI,31 Mei 2021,5,Aku ksih bintang lima aplikasi ini bisa membuat aku kenal dengan semua orang walaupun enggak .berhadapan .pertama aku posting aku duet dengan orang yang ditiktok aku dapat views 2319 😊🇵🇱🇦🇪
Air Eti Rohaeti,2 Agustus 2021,5,Alhamdulillah aku dapat ilmu yang bermanfaat 🙏🙏🤗🤗
Aryangga 599,18 Juni 2021,5,"Terima kasih tiktok, aplikasi yang bagus bisa lihat kayes joged"" dan cewek lai, live streaming  juga mantap mantap kurangan mereka pakai BH aja tiktok terima kasih ya ...."
Yohana Paulina,22 Juli 2021,5,Kok ini enggak bisa download gimana ini tolong diperbaiki ya mohon kerja sama
Syahrul Hidayat,16 Juni 2021,3,"Kenapa ya tiktok kalo sudah di posting video agak buram? Padahal di galeri sudah bagus, tapi setelah di post jadi buram gak jelas"
Alvina Dmynty,22 Mei 2021,1,Kenapa aku mau masuk akun ku lagi gak bisa?alasa kata sandi salah padahal sudah bener. Tolong diperbaiki balikin akun aku lagi nama akunku alxxz3 Tolong segera diperbaiki Terimakasih
Yani Maryani,6 Agustus 2021,5,Keren banget bikin terhibur😘😘😘I love u tiktok
Sityai Sumyati,7 Agustus 2021,5,Sangat memuaskan bagus sekali
Albar Muhammad,12 Juni 2021,5,"ibarat sebuah pisau, baik dan buruk tergantung user ....alhamdulilah tiktok memberi bak ilmu dan pengetahuan sekaligus hiburan"
Elly Mho,29 Juli 2021,5,Suka banget bisa nambah teman juga
Manches Man,19 Juli 2021,5,tiktok ini menghibur banget kalian harus download sekara juga
Bayu DharmaTrinanda,12 Juli 2021,5,"Terimakasih tiktok,karena hiburan diaplikasi ini membuat pekit saya mulai membaik dan saya juga sudah bisa"
Wahyu Somo95,5 Agustus 2021,5,Menyenangkan dan menghibur
Indah Indah,9 Juli 2021,1,"Tidak muncul logo koin, sudah di restart berkali kali tapi tetap tidak bisa"
bujang merana,26 Juli 2021,5,sudah dikasih bintang sekaligus 5
Vhina Afrillya,19 Juli 2021,5,Saya kasih bintang Lima tolong perbaiki tiktok saya dan beri koin
Dedy Arisandy,17 Juli 2021,5,Saya kasih bintang lima tapi tolong perbaiki dimasalah saya ada yang kurang tentang coin dan undangan. makasih
Ridwan ARFN,26 Juni 2021,1,Sangat buruk.. saya mencoba menonton video lama tetapi tidak mendapatkan point hasil menonton sudah sering seperti ini..
Ummy Demariz,29 Juli 2021,5,Terhibur bak ilmu yang kita dapat 🥰🥰🥰
Sandi Ahmad Yusup,13 Juli 2021,5,"belum pernah fyp, mudah2 fyp  sudah kasih bintang 5 piraku my tiktok priabaik__"
Ende Lilis,20 Juli 2021,5,Sangat bagus dan disukai bak orang
Putra _Syu,29 Mei 2021,5,Saya kasih bintang 5 karena aplikasi ini sangat menghibur dan informasi-informasi yang update saya dapat kan dari aplikasi ini
Priska Nora,5 Juni 2021,5,Keren bet sih ini maaf ya sudah enggak tau bilang apa yang penting aku kasih bintang 5 karena aplikasi favorit ku😉😉😉
Ali Mudhofir,21 Juli 2021,5,Lumayan buat peluran bakat
Tara Tera,7 Agustus 2021,3,Saya kasih 3 bintang dulu baru mau coba kalau Ok saya tambah lagi bintang
lina lovers,28 Juli 2021,5,Aplkasi paling keren menurut aku 💜💜
Vicenti King M'1,15 Juli 2021,5,"Aplikasi ini bagus banget, sangat bermanfaat?????"
Muhammad Fauzi,21 Juli 2021,1,Lo kok ngapus komen gua kemaren enggak terima apa hah
Aldy Hilman,28 Juli 2021,5,Menjadi tau yang belum pernah saya tau makasih tiktok
Rita Soares,16 Juli 2021,5,Hallo nama saya Graça saya ha mau bilang kalo aplikasi ini bagus😊👍kasih 5 bintang yah
Binsay Queen,13 Juli 2021,5,Saya sangat suka aplikasi ini dapat menghibur dan bak juga info info yang positif ❤👍
Nengsy Marlita,22 Juli 2021,4,Tanda koin hilang padahal koin sudah bak.
Djzait Fishing,3 Agustus 2021,5,Koin hilang sendiri gimana ni
Deny Kinger's,5 Agustus 2021,5,Saya beri bintang lima
Cu Bayu,27 Juli 2021,5,Kembalikan Event Nonton 40 Menit
ils su,27 Juni 2021,5,Yang penting happy. Dan tidak merugikan orang lain.... Selalu bikin tersenyum bersama tiktok😘
Neng Heni,2 Agustus 2021,5,Alhamdulillah aplikasi keren dan bagus
Budi wibowo87,26 Juli 2021,5,Saya seneng pokok
Ida Indonisia,2 Agustus 2021,4,Aplikasi sangat bagus
Elis Warsih,27 Juni 2021,5,Terima kasih tiktok saya ada untuk hiburan tidak mumet lagi dan jadi bak teman teman terima kasih 🙏🙏🙏🙏🙏
Rizki Rizki,29 Juni 2021,5,Sangat bagus dan menarik sukses terus dan beri pendapatan bagi orang yang tidak mampu
y Marlion13,21 Juli 2021,1,Aplikasi bagus banget
Wulan Sari,20 Juni 2021,2,Assalamualaikum.. Saya ingin coba .pakai aplikasi tiktok ingin bisa ..Tapi bagus ya🙏🙏
ochienk thulend159,12 Juli 2021,5,Bagus dan sangat membantu
Marlina Uneng,30 Juli 2021,5,Asik banget tiktok gua suka🙏
KEMAL RAMDHANI,14 Juli 2021,5,aplikasi keren untuk hiburan
Mas Bocor,21 Juni 2021,3,Aku kasi bintang 3 dulu karna akun aku yang dulu terkena blokir aku mohon pulihkan akun aku yang dulu baru aku kasi 5 bintang
Yuyun Yunengsih,29 Juli 2021,5,Sangat memuaskan
Navya Nathania,19 Juli 2021,5,Aku suka tiktok
Ayu Astuti,1 Juli 2021,5,Terima kasih tiktok jadi saya ada hiburan di saat saya sedih ataupun sebalik
whatever you think,18 Mei 2021,1,Kenapa tiap saya bikin akun tiktok foto profil saya selalu dihilangkan dengan alasan ada pelanggaran???
Nunung Yuningsih,3 Agustus 2021,5,Sangat menghibur👍
ALKALIN ACHMAD,12 Juni 2021,5,Cari angka 0999999999999999999999999999999990999999999999999999999999 999999999999999999999999999999999999999999999999999999999 9999999999
Ferby Ansyah,25 Juli 2021,2,Dark Mode jadi tidak ada
Moga Sukses,2 Agustus 2021,5,Cuman suka aja
Wahyu Durahman7781,2 Agustus 2021,3,"Lumayan menghibur,😉😉😉"
Zwleikya Amaral,19 Mei 2021,5,Aplikasi ini bagus dan bisa ngehibur kita cepetan download aplikasi ini
Elly famell Famell,14 Juli 2021,1,Tiktok bak informasi
noor noor,5 Agustus 2021,5,saya suka banget
Hilmi Hafidzz,28 Juli 2021,4,Fyp kadang kadang
Ananda Vergiawan,2 Juni 2021,1,Iklan ini aplikasi jangan terus-terusan. iklan ini terus keluar😡 ganggu aja
Bunda Evie Tahir,14 Juni 2021,5,Tiktok menyediakan wadah bete hiburan di masa pandemi ini
Arman Gulo Channel,20 Mei 2021,3,3 bintang aja dulu soal koin event gak muncul diaplikasi Kalo sudah muncul saya kasih 5 bintang bila terperbaiki
Muhamad Aimarrizky,16 Juni 2021,5,Sayang aplikasi tiktok yang bisa dapat duit di luar negeri enggak bisa
Arlond Christensen,31 Mei 2021,1,"Logo koin tidak muncul , padahal saya user baru . tolong diperbaiki lagi."
RakaBego_,11 Juni 2021,5,"Aplikasi sudah bagus , cuman bak pengemis minta2 point tiktok wowkwoowok . miskin amat jadi orang ~ mbak rosting"
Hh Hh,7 Juli 2021,5,"Saya sebagian dari penonton tiktok,tiktok yang membuat saya tersenyum"
Afef Pudin,14 Juli 2021,2,Tiktok bisa bertukar informasi sesama kawan kita
Rahmat Rahmat,16 Juni 2021,5,Bagus..tapi yang saya cari enggak ada poin enggak muncul kenapa ya..
Marsitha Kusnadi,16 Juni 2021,5,"alhamdulillah, sangat menghibur,,, bagus"
Duyeh Iyenk,11 Juni 2021,5,Kasih yang terbaik buat aku ya. jangan sampai kecewa
War Wer,31 Mei 2021,5,Semoga setiap konten yang gue bikin selalu FYP yaaa 🥰🥰
Play Station,13 Juli 2021,4,"Baik, dan menghibur, bisa buat silaturahmi 🙏🙏"
Tina Oman,8 Juli 2021,2,Maaf dulu yah aku kasih dua bintang karna tiktok agak lemot
Ella Nor elaa,6 Juni 2021,5,Aplikasi tiktok ini sangat bagus dan bisa menghibur.😀
Nick Fashion Store,8 Juli 2021,5,"sudah lama sih menggunakan aplikasi ini cuman sering masuk kleuar, cuman yang jadi pertaan ,gimna iya & menggunakan aplikasi apa gitu biar kita bisa editin video yang kita bikin ditiktok bisa dislow gitu"
Lindasari Lindasari,20 Juli 2021,3,Sangat membantu
UPE GAMING,14 Juni 2021,2,Aplikasi kadang ilang kadang ada icon misi dan coin jadi malesin
Alya Pahrudin,19 Juni 2021,5,"Bagus seru seklai aplikasi tiktok,,,, terima kasih...."
Ridho Ichani,5 Juli 2021,1,"sampah event makin susah, mana event tidak muncul lagi"
abah deon99,5 Juni 2021,3,"Nice, sebaik konten hoax dan provokasi dari akun kreator diblokir/suspend"
Bunda Dillah,30 Juni 2021,5,Aku kasih bintang 5 tapi please bagi yang menggunakan tiktok kurang sopan dan tidak seru please langsung blokir  .makasih 🙏🙏🙏
Tanti Triani,24 Mei 2021,4,bagus aku kasih 4 bintang soal tiktok pu ku belum bisa duet
Dia Sayang,13 Juni 2021,5,Beri solusi tentang kotak kado tiktok tidak mau muncul
TRAFARDHAN SYAHREZA,15 Juni 2021,1,Bintang 1 dulu karna saya belum bisa memasukkan kode dan enggak ada misi sama sekali
Febri Putra andespari,28 Mei 2021,1,"Gimana, logo koin untuk memunculkan point tidak ada?"
Aw,30 Mei 2021,1,Kenapa saya setiap pasang foto profil selalu hilang
Khor Fkhan,28 Juli 2021,4,Bagus sekali
Yabes Aritonang,29 Juni 2021,5,Aplikasi ini sangat rekomen bagus buat kita kita
Lastiara Putri,3 Juli 2021,1,"Kok akun saya enggak bisa di buka sudah di cs enggak dibalas"""
FATMIN PALESO,28 Juli 2021,5,Boleh... bisa menghiburku
Desty Harisandi,30 Mei 2021,5,Aplikasi yang sangat bagus juga menghibur😍😍😍😍
Erin Karama,15 Juli 2021,5,Seneng bikin hiburan luamayan aku terhibur
Fauzan Official,25 Mei 2021,5,"Makasih, Tiktok Bagi aku ini aplikasi berguna🙏"
Bingong wedos,12 Juli 2021,5,Bagus ada cewek cantik yuhuuuu
Putra sunda vloge,27 Juni 2021,5,Mantap kejenuhan setiap orang bisa terobati dengan aplikasi ini
Deni Pazar,19 Juni 2021,1,kenapa penarikan uang saya gagal mulu sudah 3hari ini
Si Kenzo Kece,5 Juni 2021,1,Kalo bagus aplikasi ini saya tambahkan bintang 😊😊
Muhammad Muthawwally,18 Juli 2021,5,Aplikasi pemersatu bangsa
IMEL 999,19 Juli 2021,5,Sangat bagus Semoga tiktok gua bukan cewe4 bakal fyp
Aditya Febriawan,9 Juli 2021,5,Seru bikin ketawa sendiri
Wagi Man,10 Juni 2021,3,Setelah di perbarui misi menonton tidak muncul
Noor Aini,21 Juni 2021,5,Saya merasa terhibur dengan ada tiktok
suarah Channel,28 Mei 2021,1,Kenapa tiktok sekarang jelek sih tolong diperbaiki.
Santo santo Santo,17 Juli 2021,5,bagus banget buat nemenin saat gabut
Rachmad ivan Riyandi,25 Mei 2021,5,MAAF INI KENAPA TIDAK BISA DI UPDATE?
Jony dana Dos Santos,21 Juli 2021,5,tiktok sangat membantu untuk meyegarkan
Hamida Hamida,25 Juli 2021,5,Pokok hiburan ku lah
Asia Chan,15 Juni 2021,5,"Sangat luar Biasa Saya suka""😊😊"
Warini Tato,27 Juni 2021,5,Sangat menghibur dan menghilangkan lelah
روز,15 Juli 2021,5,Sumpah aplikasih tiktok ini memuaskan banggat 🤗🤗sumpah enggak kecewa dah🥰🥰🥰❤❤❤❤😘😘😘😘😘
Rio Aldy,27 Mei 2021,1,Aplikasi ini tidak membayar jangan di downlod
Ngumpul Balong,8 Juli 2021,5,ini keren banget lo
Zhank Vengeance,5 Juli 2021,1,lebih baik snack video penarikan gampang gak susah misi gampang gak stak 5menit terus
Bunga Kamboja,7 Agustus 2021,5,Makasih lebih baik. lagi
Asli Uber,5 Juli 2021,5,Sangat suka Tiktok untuk yang suka Tiktok semoga sukses dan sehat selalu Dimudahkan rejeki Aminn🙏
abdul mazid,8 Juni 2021,1,Kenapa saldo tiba2 hilang...di cek transaksi semua kosong
Riwandi Alfiqri,26 Juni 2021,1,Inti Gaseasik Dulu Ngerti kau sayang?
chinta suci,11 Juli 2021,5,wah terhibur banget dengan aplikasi ini buat hiburan cocok😘😘😘
Merry Galby,8 Juli 2021,4,Bagus tapi sayang Live aku di blokir
Medi Suhendra,29 Mei 2021,3,kenapa pu saya tidak ada gambar RP
Tirani Dwitasari,10 Juli 2021,5,Mempererat tali silaturahmi
AULIA NISSA OFICIAL,9 Juni 2021,3,Padahal cuma posting biasa tapi kok bilang pelanggaran aneh
Syiful Rhamdany,28 Juni 2021,4,Saya tidak begitu suka dengan tiktok
REL_ FPGM,3 Juli 2021,5,viewers akun saya ngestuck mulu njer di 400/500 penonton
Aku Wanita,29 Juli 2021,5,Makasih tiktok.. Mantappp..
SaprooL Danki,26 Juli 2021,5,Aku sangat menyukai tiktok
Muhammad Rahman,10 Juni 2021,1,Kok nonton malah enggak dapat Rp.... Parah lu min
ARCIKO 7777#,5 Juli 2021,5,EPEP YANG MAU IKUT SERTA DI ONLINE
alayibi Heru,26 Mei 2021,5,Sangat menghibur tetap bekarya dengan karya tersediri
Gegutu Reban,24 Juni 2021,1,Kenapa enggak bisa masukin kode padahal sudah ganti hp dan akun gimana sih cara 😔😔😔
Taufiq JR11,31 Mei 2021,5,FXDA6F2JWPWW3 mendapatkan 100.000 koin
STM OFFICIAL,30 Juni 2021,5,Susah Untuk Mendapatkan Koin
Mitho Tilman,21 Mei 2021,4,Saya suka sekali tiktok 😊💪
nur aisah aisah,21 Juni 2021,2,Nyobain dulu kalo sukses bintang lima makasih
Dragon Dragon,28 Juni 2021,5,"Waw aplikasi mantap, tapi bohong"
Merna Lovely,9 Juli 2021,5,Bagus bisa menghibur saat sendiri
pipit Jubaidah,26 Mei 2021,5,Bagus untuk hiburan buat saya
Nadya Princes azmy,11 Juni 2021,5,kenapa efek glow gak ada di tiktok ku ya😭😭😭😭 semua jadi burem. smua efek gak ada
Riski Ajisaputra92,30 Mei 2021,4,Untuk saat ini baik baik saja
Nurul auralia,25 Juni 2021,5,Bagus pokok mah
Jalak Ikal,9 Juni 2021,5,Mantap...mudah digunakan.
-_-,4 Agustus 2021,5,Terbaik dalam menghibur
Semhadi 04,31 Mei 2021,5,Cara mendapatkan uang
alden nadhif,15 Juni 2021,1,akun ku di blokir norak jangan di unduh ya
Muhibbin Imam,19 Juni 2021,5,Semoga semakin mantap
Before Sinchan,12 Juli 2021,1,enggak ada yang enak😞😞
Dimas Suryadi,21 Mei 2021,5,Lanjutkan Prestasimu Nak
Deonito 07,29 Juni 2021,5,tiktok memang bagus
Alexa Costa,18 Juli 2021,3,Koin 3 ko enggak bisa keluar
Nur Asiyah,23 Mei 2021,5,Aku main tiktok. bisa menghibur. dan bayak temen..
Fitria ria,22 Mei 2021,5,Semoga bisa berkarya
Yuyun susanty,12 Juni 2021,5,Piknik cari pengalaman
Rani Gs,11 Juli 2021,5,Suka banget main tiktok
Sumanto Wanto,18 Juni 2021,5,Pengalamaman saya masih cetek
darsih edah,12 Juli 2021,5,bagus dan menghibur
Gianto Sugik,18 Mei 2021,1,Postingan susah masuk beranda
fatimah ilyas,8 Juli 2021,5,Bagus buat hiburan
Wahdah Wahdah,22 Juni 2021,5,Sangat bagus dan menghibur
oka astina,4 Juli 2021,1,Logo bonus tidak muncul
Epifania Lobo Pinto,11 Juni 2021,5,Aplikasi ini sangat menarik
Saepudin 2020,27 Mei 2021,2,Saya kasih bintang 2 dulu ya
Hadi Putro,30 Mei 2021,5,Bagus buat hiburan
TRISNAWATI,12 Juli 2021,3,kalo bagus ku tambah bintang lagi
momi aziza88,26 Mei 2021,4,Bagus buat hiburan
Inna Aparicio,6 Juli 2021,5,Aplikasi ini sangat bagus dan menarik
Toni Iskandar,24 Juni 2021,2,Jaringan bagus memuat terus jadi hapus aja
Can Made,24 Juni 2021,4,Ada video video gila
Nur Aini,18 Juni 2021,5,poko tiktok indah but hiburan
Juan saputra,12 Juli 2021,3,Kok koin enggak ada
lintang ekarysti,26 Juni 2021,1,Kok logo koin enggak ada ya
Dh Dh,18 Juli 2021,5,Bagus sekali
Fifty Shades,21 Juni 2021,5,Semoga ada event lagi yaa
Noor 5q1,8 Juli 2021,5,Aplikasi bagus
Raehul Janah,23 Juni 2021,5,Aku sangat suka tiktok
Suchrisno Ajah,8 Agustus 2021,2,Kecewa sama developer tiktok bikin system tidak bisa bedain akun real atau palsu Yang real susah masukin kode lebih baik gedein koin kehadiran sama koin nonton aja jangan revisi kalo enggak bisa bedain mah
Vicky Adi,5 Juni 2021,2,"Kenapa saya tidak bisa memasukan kode undangan, padahal saya kan pengguna baru, pertama keluhan adalah tidak lolos control penipuan, keluhan kedua kesalahan jaringan harap coba lagi. Itu saja keluhan. Mohon diperbaiki dong pihak tiktok"
Maharani Aulia Rahma,15 Juli 2021,2,Kok enggak ada tanda koin ya? Pertama tama ada lama lama hilang gimana sih padahal sudah ada koin😭
MiladNairoukh Milla,25 Mei 2021,2,"Aku beri bintang 2 aja dulu, heran aplikasi pu ku , kok filter x , bak yang gak bisa dipake sih. Tolong jawab ????"
Wulan Sari,20 Juni 2021,2,Assalamualaikum.. Saya ingin coba .pakai aplikasi tiktok .ingin bisa ..Tapi bagus ya🙏🙏
Ferby Ansyah,25 Juli 2021,2,Dark Mode jadi ga ada
Afef Pudin,14 Juli 2021,2,Tiktok bisa bertukar informasi sesama kawan kita
Tina Oman,8 Juli 2021,2,maaf dulu yah aku kasih dua bintang karna tiktok agak lemot
UPE GAMING,14 Juni 2021,2,Aplikasi kadang ilang kadang ada icon misi dan coin jadi malesin
nur aisah aisah,21 Juni 2021,2,Nyobain dulu kalo sukses bintang lima makasih
Saepudin 2020,27 Mei 2021,2,Saya kasih bintang 2 dulu ya
