comment,Label
Kenapa sangat sulit memasukkan kode undangan. Pengguna baru kecewa untuk kebajikan tiktok . 😓 Lebih baik besarkan hadiah menonton dari pada undang teman sudah dibagikan kode undangan tetapi tetap tidak lolos kontrol penipuan .,Negatif
"Bagus sekali aplikasi tiktok ini, di saat aku sedih senang, aku bikin tiktok",Positif
"Apa iya aplikasi tiktok ini bisa menghasilkan uang,? Klau emang bisa gimana cara melihat dan gimana cara mengambil,? Tolong yang paham dijawab ya Terimakasih😍",Positif
Semoga tiktok digunakan untuk kebaikan jangan joget berlebihan,Positif
"Mana ini admin kok enggak ada yang dibalas keluhan, apakah uang sudah habis?",Negatif
tidak bisa Download video jadi diperbaiki lagi ya ,Negatif
Untuk pemula lumayan tidak sulit untuk menggunakan aplikasi ini menghibur,Positif
Tiktok bagus bisa menghibur semua orang,Positif
"Kemana koin, kok tiba tiba hilang begitu saja? Setelah saya instal aplikasi tiktok lite . Saran itu aja aja keluhan",Positif
"bagus pokok mah,, gak bkalan rungkad kalo dah kenal dunia pertiktokan mah 😁😁",Positif
Woy anjing kenapa gua gak bisa daftar goblok padahal kalo bisa gua kasih bintang 5 tiktok goblok,Negatif
Bagus dan bisa menghibur makasih tiktok,Positif
Semoga lebih baik. Untuk rakyat.sebangsa & senegara.,Positif
Tolong dong koin hadir sama nonton 4O menit adakan lagi... Jangan event undangan terus yang di besarkan.. Gara gara kode undangan banyak yang bikin akun palsu untuk curang Dan bug.. Akibat kita yang akun original selalu error dan dikira akun penipuan,Positif
"Aku beri bintang 2 aja dulu,heran aplikasi pu ku ,ko filter x ,banyak yang enggak bisa dipake sih. Tolong jawab ????",Negatif
Aku ksih bintang lima aplikasi ini bisa membuat aku kenal dengan semua orang walaupun enggak .berhadapan .pertama aku posting aku duet dengan orang yang ditiktok aku dapat views 2319 😊🇵🇱🇦🇪,Positif
Alhamdulillah aku dapat ilmu yang bermanfaat 🙏🙏🤗🤗,Positif
"Terima kasih tiktok, aplikasi yang bagus bisa lihat kayes joged"" dan cewek lai, live streaming  juga mantap mantap kurangan mereka pakai BH aja tiktok terima kasih ya ....",Positif
Kok ini enggak bisa download gimana ini tolong diperbaiki ya mohon kerja sama,Positif
"Kenapa ya tiktok kalo sudah di posting video agak buram? Padahal di galeri sudah bagus, tapi setelah di post jadi buram gak jelas",Negatif
Kenapa aku mau masuk akun ku lagi gak bisa?alasa kata sandi salah padahal sudah bener. Tolong diperbaiki balikin akun aku lagi nama akunku alxxz3 Tolong segera diperbaiki Terimakasih,Negatif
Keren banget bikin terhibur😘😘😘I love u tiktok,Positif
Sangat memuaskan bagus sekali,Positif
"ibarat sebuah pisau, baik dan buruk tergantung user ....alhamdulilah tiktok memberi banyak ilmu dan pengetahuan sekaligus hiburan",Positif
Suka banget bisa nambah teman juga,Positif
tiktok ini menghibur banget kalian harus download sekara juga,Positif
"Terimakasih tiktok,karena hiburan diaplikasi ini membuat pekit saya mulai membaik dan saya juga sudah bisa",Positif
Menyenangkan dan menghibur,Positif
"Tidak muncul logo koin, sudah di restart berkali kali tapi tetap tidak bisa",Negatif
sudah dikasih bintang sekaligus 5,Positif
Saya kasih bintang Lima tolong perbaiki tiktok saya dan beri koin,Positif
Saya kasih bintang lima tapi tolong perbaiki dimasalah saya ada yang kurang tentang coin dan undangan. makasih,Positif
Sangat buruk.. saya mencoba menonton video lama tetapi tidak mendapatkan point hasil menonton sudah sering seperti ini..,Negatif
Terhibur banyak ilmu yang kita dapat 🥰🥰🥰,Positif
"belum pernah fyp, mudah2 fyp  sudah kasih bintang 5 piraku my tiktok priabaik__",Positif
Sangat bagus dan disukai banyak orang,Positif
Saya kasih bintang 5 karena aplikasi ini sangat menghibur dan informasi-informasi yang update saya dapat kan dari aplikasi ini,Positif
Keren bet sih ini maaf ya sudah enggak tau bilang apa yang penting aku kasih bintang 5 karena aplikasi favorit ku😉😉😉,Positif
Lumayan buat peluran banyakat,Positif
Saya kasih 3 bintang dulu baru mau coba kalau Ok saya tambah lagi bintang,Negatif
Aplkasi paling keren menurut aku 💜💜,Positif
"Aplikasi ini bagus banget, sangat bermanfaat?????",Positif
Lo kok ngapus komen gua kemaren enggak terima apa hah,Negatif
Menjadi tau yang belum pernah saya tau makasih tiktok,Positif
Hallo nama saya Graça saya ha mau bilang kalo aplikasi ini bagus😊👍kasih 5 bintang yah,Positif
Saya sangat suka aplikasi ini dapat menghibur dan banyak juga info info yang positif ❤👍,Positif
Tanda koin hilang padahal koin sudah banyak.,Positif
Koin hilang sendiri gimana ni,Positif
Saya beri bintang lima,Positif
Kembalikan Event Nonton 40 Menit,Positif
Yang penting happy. Dan tidak merugikan orang lain.... Selalu bikin tersenyum bersama tiktok😘,Positif
Alhamdulillah aplikasi keren dan bagus,Positif
Saya seneng pokok,Positif
Aplikasi sangat bagus,Positif
Terima kasih tiktok saya ada untuk hiburan tidak mumet lagi dan jadi banyak teman teman terima kasih 🙏🙏🙏🙏🙏,Positif
Sangat bagus dan menarik sukses terus dan beri pendapatan bagi orang yang tidak mampu,Positif
Aplikasi bagus banget,Positif
Assalamualaikum.. Saya ingin coba .pakai aplikasi tiktok ingin bisa ..Tapi bagus ya🙏🙏,Positif
Bagus dan sangat membantu,Positif
Asik banget tiktok gua suka🙏,Positif
aplikasi keren untuk hiburan,Positif
Aku kasi bintang 3 dulu karna akun aku yang dulu terkena blokir aku mohon pulihkan akun aku yang dulu baru aku kasi 5 bintang,Negatif
Sangat memuaskan,Positif
Aku suka tiktok,Positif
Terima kasih tiktok jadi saya ada hiburan di saat saya sedih ataupun sebalik,Positif
Kenapa tiap saya bikin akun tiktok foto profil saya selalu dihilangkan dengan alasan ada pelanggaran???,Negatif
Sangat menghibur👍,Positif
Cari angka 0999999999999999999999999999999990999999999999999999999999 999999999999999999999999999999999999999999999999999999999 9999999999,Positif
Dark Mode jadi tidak ada,Negatif
Cuman suka aja,Positif
"Lumayan menghibur,😉😉😉",Negatif
Aplikasi ini bagus dan bisa ngehibur kita cepetan download aplikasi ini,Positif
Tiktok banyak informasi,Positif
saya suka banget,Positif
Fyp kadang kadang,Positif
Iklan ini aplikasi jangan terus-terusan. iklan ini terus keluar😡 ganggu aja,Negatif
Tiktok menyediakan wadah bete hiburan di masa pandemi ini,Positif
3 bintang aja dulu soal koin event gak muncul diaplikasi Kalo sudah muncul saya kasih 5 bintang bila terperbaiki,Negatif
Sayang aplikasi tiktok yang bisa dapat duit di luar negeri enggak bisa,Positif
"Logo koin tidak muncul , padahal saya user baru . tolong diperbaiki lagi.",Negatif
"Aplikasi sudah bagus , cuman banyak pengemis minta2 point tiktok wowkwoowok . miskin amat jadi orang ~ mbanyak rosting",Positif
"Saya sebagian dari penonton tiktok,tiktok yang membuat saya tersenyum",Positif
Tiktok bisa bertukar informasi sesama kawan kita,Positif
Bagus..tapi yang saya cari enggak ada poin enggak muncul kenapa ya..,Positif
"alhamdulillah, sangat menghibur,,, bagus",Positif
Kasih yang terbaik buat aku ya. jangan sampai kecewa,Positif
Semoga setiap konten yang gue bikin selalu FYP yaaa 🥰🥰,Positif
"Baik, dan menghibur, bisa buat silaturahmi 🙏🙏",Positif
Maaf dulu yah aku kasih dua bintang karna tiktok agak lemot,Negatif
Aplikasi tiktok ini sangat bagus dan bisa menghibur.😀,Positif
"sudah lama sih menggunakan aplikasi ini cuman sering masuk kleuar, cuman yang jadi pertaan ,gimna iya & menggunakan aplikasi apa gitu biar kita bisa editin video yang kita bikin ditiktok bisa dislow gitu",Positif
Sangat membantu,Negatif
Aplikasi kadang ilang kadang ada icon misi dan coin jadi malesin,Negatif
"Bagus seru seklai aplikasi tiktok,,,, terima kasih....",Positif
"sampah event makin susah, mana event tidak muncul lagi",Negatif
"Nice, sebaik konten hoax dan provokasi dari akun kreator diblokir/suspend",Negatif
Aku kasih bintang 5 tapi please bagi yang menggunakan tiktok kurang sopan dan tidak seru please langsung blokir  .makasih 🙏🙏🙏,Positif
bagus aku kasih 4 bintang soal tiktok pu ku belum bisa duet,Positif
Beri solusi tentang kotak kado tiktok tidak mau muncul,Positif
Bintang 1 dulu karna saya belum bisa memasukkan kode dan enggak ada misi sama sekali,Negatif
"Gimana, logo koin untuk memunculkan point tidak ada?",Negatif
Kenapa saya setiap pasang foto profil selalu hilang,Negatif
Bagus sekali,Positif
Aplikasi ini sangat rekomen bagus buat kita kita,Positif
"Kok akun saya enggak bisa di buka sudah di cs enggak dibalas""",Negatif
Boleh... bisa menghiburku,Positif
Aplikasi yang sangat bagus juga menghibur😍😍😍😍,Positif
Seneng bikin hiburan luamayan aku terhibur,Positif
"Makasih, Tiktok Bagi aku ini aplikasi berguna🙏",Positif
Bagus ada cewek cantik yuhuuuu,Positif
Mantap kejenuhan setiap orang bisa terobati dengan aplikasi ini,Positif
kenapa penarikan uang saya gagal mulu sudah 3hari ini,Negatif
Kalo bagus aplikasi ini saya tambahkan bintang 😊😊,Positif
Aplikasi pemersatu bangsa,Positif
Sangat bagus Semoga tiktok gua bukan cewe4 akan fyp,Positif
Seru bikin ketawa sendiri,Positif
Setelah di perbarui misi menonton tidak muncul,Negatif
Saya merasa terhibur dengan ada tiktok,Positif
Kenapa tiktok sekarang jelek sih tolong diperbaiki.,Negatif
bagus banget buat nemenin saat gabut,Positif
MAAF INI KENAPA TIDAK BISA DI UPDATE?,Positif
tiktok sangat membantu untuk meyegarkan,Positif
Pokok hiburan ku lah,Positif
"Sangat luar Biasa Saya suka""😊😊",Positif
Sangat menghibur dan menghilangkan lelah,Positif
Sumpah aplikasih tiktok ini memuaskan banggat 🤗🤗sumpah enggak kecewa dah🥰🥰🥰❤❤❤❤😘😘😘😘😘,Positif
Aplikasi ini tidak membayar jangan di downlod,Negatif
ini keren banget lo,Positif
lebih baik snack video penarikan gampang gak susah misi gampang gak stak 5menit terus,Negatif
Makasih lebih baik. lagi,Positif
Sangat suka Tiktok untuk yang suka Tiktok semoga sukses dan sehat selalu Dimudahkan rejeki Aminn🙏,Positif
Kenapa saldo tiba2 hilang...di cek transaksi semua kosong,Negatif
Inti Gaseasik Dulu Ngerti kau sayang?,Negatif
wah terhibur banget dengan aplikasi ini buat hiburan cocok😘😘😘,Positif
Bagus tapi sayang Live aku di blokir,Positif
kenapa pu saya tidak ada gambar RP,Negatif
Mempererat tali silaturahmi,Positif
Padahal cuma posting biasa tapi kok bilang pelanggaran aneh,Negatif
Saya tidak begitu suka dengan tiktok,Positif
viewers akun saya ngestuck mulu njer di 400/500 penonton,Positif
Makasih tiktok.. Mantappp..,Positif
Aku sangat menyukai tiktok,Positif
Kok nonton malah enggak dapat Rp.... Parah lu min,Negatif
EPEP YANG MAU IKUT SERTA DI ONLINE,Positif
Sangat menghibur tetap bekarya dengan karya tersediri,Positif
Kenapa enggak bisa masukin kode padahal sudah ganti hp dan akun gimana sih cara 😔😔😔,Negatif
FXDA6F2JWPWW3 mendapatkan 100.000 koin,Positif
Susah Untuk Mendapatkan Koin,Negatif
Saya suka sekali tiktok 😊💪,Positif
Nyobain dulu kalo sukses bintang lima makasih,Negatif
"Waw aplikasi mantap, tapi bohong",Positif
Bagus bisa menghibur saat sendiri,Positif
Bagus untuk hiburan buat saya,Positif
kenapa efek glow gak ada di tiktok ku ya😭😭😭😭 semua jadi burem. smua efek gak ada,Positif
Untuk saat ini baik baik saja,Positif
Bagus pokok mah,Positif
Mantap...mudah digunakan.,Positif
Terbaik dalam menghibur,Positif
Cara mendapatkan uang,Positif
akun ku di blokir norak jangan di unduh ya,Negatif
Semoga semakin mantap,Positif
enggak ada yang enak😞😞,Negatif
Lanjutkan Prestasimu Nak,Positif
tiktok memang bagus,Positif
Koin 3 ko enggak bisa keluar,Negatif
Aku main tiktok. bisa menghibur. dan bayak temen..,Positif
Semoga bisa berkarya,Positif
Piknik cari pengalaman,Positif
Suka banget main tiktok,Positif
Pengalamaman saya masih cetek,Positif
bagus dan menghibur,Positif
Postingan susah masuk beranda,Negatif
Bagus buat hiburan,Positif
Sangat bagus dan menghibur,Positif
Logo bonus tidak muncul,Negatif
Aplikasi ini sangat menarik,Positif
Saya kasih bintang 2 dulu ya,Negatif
Bagus buat hiburan,Positif
kalo bagus ku tambah bintang lagi,Positif
Bagus buat hiburan,Positif
Aplikasi ini sangat bagus dan menarik,Positif
Jaringan bagus memuat terus jadi hapus aja,Negatif
Ada video video gila,Positif
poko tiktok indah but hiburan,Positif
Kok koin enggak ada,Negatif
Kok logo koin enggak ada ya,Negatif
Bagus sekali,Positif
Semoga ada event lagi yaa,Positif
Aplikasi bagus,Positif
Aku sangat suka tiktok,Positif
Kecewa sama developer tiktok bikin system tidak bisa bedakan akun real atau palsu Yang real susah masukin kode lebih baik besarkan koin kehadiran sama koin nonton aja jangan revisi kalo enggak bisa bedakan mah,Negatif
"Kenapa saya tidak bisa memasukan kode undangan, padahal saya kan pengguna baru, pertama keluhan adalah tidak lolos control penipuan, keluhan kedua kesalahan jaringan harap coba lagi. Itu saja keluhan. Mohon diperbaiki dong pihak tiktok",Negatif
Kok enggak ada tanda koin ya? Pertama tama ada lama lama hilang gimana sih padahal sudah ada koin😭,Negatif
"Aku beri bintang 2 aja dulu, heran aplikasi pu ku , kok filter x , banyak yang gak bisa dipake sih. Tolong jawab ????",Negatif
Assalamualaikum.. Saya ingin coba .pakai aplikasi tiktok .ingin bisa ..Tapi bagus ya🙏🙏,Positif
Dark Mode jadi ga ada,Negatif
Tiktok bisa bertukar informasi sesama kawan kita,Negatif
maaf dulu yah aku kasih dua bintang karna tiktok agak lemot,Negatif
Aplikasi kadang ilang kadang ada icon misi dan coin jadi malesin,Negatif
Nyobain dulu kalo sukses bintang lima makasih,Negatif
Saya kasih bintang 2 dulu ya,Negatif
Jaringan bagus tapi memuat terus jadi hapus aja,Negatif
Tidak ada koin,Negatif
Kenapa tiktok saya enggak bisa dapat poin saldo. / gak ada logo / notifikasi undangan,Negatif
"Kok sekarang tiktok ku kok error. pemutaran sedikit, padahal sudah 4jam.",Negatif
Kenapa setiap aku upload ketiktok GaK bisa alias keluar terus gitu,Negatif
Poko mantap buat menghilangkan jenuh,Positif
Aku kasih bintang 2 karna tiktok ku macet pada halo hpku hp oppo,Negatif
Hai Semua Mau Ta Kalo Benar Yah Aplikasi Ini Bagus ????????,Positif
Untuk seukuran aplikasi video aplikasi ini terlalu banyak memakan penyimpanan,Negatif
Kok saya gak nerima kode undangan . Padahal saya pengguna baru di tiktok. Aneh,Negatif
Payah Pendapatan koin Makin Lama mengunakan tiktok makin sedikit pendapatan.. Ga nonton video ga dapat coin.. Harus ada Chekin share atau gimana gitu..,Negatif
"Hi nama aku,, Hi R , mau coba dulu iya kasih bintang dua aja nanti kalau bagus aku tambah,",Positif
Aku lihat ada yang tiktok lite dan tiktok biasa nah kok ada dua tiktok ini palsu,Negatif
Kenapa dengan tiktok saya. Padahal saya sudah hapus tapi diplaystore mendownload 1% tapi enggak jalan jalan downloadtan 👎,Negatif
"Tiktok yang sekarang.bukan tiktok yang dulu, dulu isi kreatifitas, sekarang isi banci, anak alay, anak gaya 70an, ibu2 yang caci maki tetangga, cewek yang burik terus pakai tepung. dimuka, kembalikan tiktok kami yang dulu, bukan tiktok dengan isi sampah seperti ini, sebaik tiktok. blokir.mereka",Negatif
Kenapa saya ga bisa narik uang sih?solusi dong min,Negatif
Download 65 mb selesai download jadi 400mb kok gitu sih,Negatif
"konten konten sampah,cewek mulus sexs*,DLL masuk ke beranda, tolong blokir orang orang yang membuat konten berikut, JIKA sudah DIPEBAIKI SAYA AKAN KASIH BIntang lima",Negatif
"Dengan hormat kepada pihak Musical.ly saya kecewa dengan ada pembaruan ini, mungkin bukan saya aja yang kecewa dengan ada pembaruan ini, kami mohon maaf sekali,apakah musical.ly bisa dikembalikan? maaf bila ada salah"" kata😊",Negatif
Ada event ngebug perbaiki lah Sangat sangat tidak man,Negatif
Kenapa saya tidak bisa balik lagi keakun yang lama? Tolong diperbaiki dong.. Saya sudah capek2 berjuang sampe beribu2 Tapi kenapa tiba2 saya tidak bisa balik lagi keakun yang lama?,Negatif
Seru banget sumpah nonton,Positif
kenapa lama sekali didownload padahal sinyal saya bagus2 saja ... maaf saya kasih bintang 2,Negatif
so. bad. gak. bisa gak ada video apa. bikin kesel aja,Negatif
Untuk dibuat transisi jelek banget enggak seperti tahun2 2018'an😠 suka lag,Negatif
Eh please tiktok tolong jelasin dong kenapa aku gak bisa ya buka tiktok setiap habis download terus aku buka kok gak bisa ya ? Tolong jelaskan dong tiktok padahal hpku gak kenapa kenapa 😭😭,Negatif
Aku kasih bintang dua dulu mau coba kalau bagus ditambahi,Negatif
Tiktok yang asli itu mana seh saya bingung njir tiktok yang asli itu yang mana yang ini atau yang satu lagi,Negatif
Ada masalah apa ini. Sumpah aku bingung.. aku sudah Upload Video 24 jam tapi gak ada yang Nonton. Gak ada yang Like yaa...,Negatif
Keren banget program aplikasi tiktok makin banget bagus sekali. jadi makin menyukai saya. selain dapat uang makin banyak dan terhibur jadi enjoy banget dengan aplikasi ini,Positif
Bagus aplikasi sangat menyukai jadi saya,Positif
Aplikasi yang sangat pasti pasti dapat hadiah uang cukup nonton video aja 🤣😂😂🤣😍😍😍😍🥰,Positif
Bagus apa lihat2 sudah ku bilang bagus,Positif
Aplikasi terbaik yang pernah ada memang benar terbukti bisa menghasilkan uang mantap top😎😀,Positif
BAgUs 🤬 😡 Apa lihat orang dibilang bagus💔,Positif
Mau ta kenapa point nonton video jadi hilang terus saya sudah berhasil 1 undang teman yang download tapi kayak gak nambah reward / uang / point' apapun ...apa yang salah ya ?,Positif
"Umm hai, kenapa ya sudah 3 hari ini lag? Video tidak bisa diputar padahal jaringan internet saya baik baik saja, tolong di perbaiki ya^^",Positif
SEMOGA POSTINGANKU FYP TERIMAKASIH,Positif
Tidak pernah menyesal download aplikasi ini yang pengguna banyak sekali.membuktikan bahwa aplikasi ini bagus karna menghibur dan bermanfaat sekali untuk mendapatkan bonus uang. aplikasi yang sangat cocok buat semua kalangan.,Positif
"Maaf ya tiktok kalau mengadakan event jangan di persulit lah, perekonomian semakin sepi jangan dipersulit lagi, kode undangan tidak ada yang bisa lolos, dan saya sangat kecewa, tolong diperbaiki lagi terimakasih",Negatif
"Koin aku gak nambah"" sudah sering nonton video tapi gak nambah"" minta pendapat dong???????????????????????????????????????????????????????????????????????????????????????????????????????????????",Positif
"Yang disayangkan banyak pengguna wanita2 yang tidak medari video2 mereka dijoin dengan para laki2 di video mereka sendiri dengan emoji2 cinta kasih yang tak diketahui pihak wanita tersebut, yang bisa menjatuhkan martabat para wanita tersebut di publik",Positif
"Tadi sih bagus tidak ada masalah, tapi lama- kelamaan kok pas post video, video jadi burem gitu padahal video asli tidak burem . jujur kecewa banget apa harus pu iPhone dlu biar tidak burem😌",Negatif
"Saya mau mintak tolong min, kenapa hampir 20 harian code tiktok saya selalu gagal undang temen maksud saya setiap pengguna baru tiktok yang memasukkan code tiktok saya selalu gagal, padahal saya tidak curang min & sudah download lewat link saya,, tolong bantu secepat , ini code tiktok saya min👉 GBC4CACBMPYTK",Positif
Aplikasi bagus banget buruan downlodd.. kenapa lihat ke bawah kan aku sudah bilang aplikasi bagus banget .😁😁,Positif
"Ini kenapa gak bisa diputar video ya? lag lag gitu loh, padahal jaringan  bagus banget 🙂 , tolong banget untuk diperbaiki ya🙏",Positif
"Halo, kepada pihak Tiktok. Saya mau ta, kenapa ya.. saat saya buka Tiktok, terus saya mau duetin ke video orang, gak bisa.. tertulis kalo saya sedang buka aplikasi yang menggunakan video, padahal saya ha membuka tiktok. Tolong dibantu ya. - Multi.328",Positif
Mengajak orang buat download itu susah. Terus pas dapat orang pu handphone baru diundang terus download habis itu masukin kode error tidak lolos kontrol penipuan. Padahal akun baru itu bonus nonton gede. Mau ta parameter kontrol penipuan apa?,Positif
"Tolong pihak tiktok permudahkan akun tiktok saya untuk menarik saldo, sudah beberapa Minggu ini selalu gagal, dan tak ada tanggapan dari kalian mohon kerjasama terimakasih.",Positif
"Sangat mengisi di waktu yang kosong. Menemukan sebuah inisiatif dan kreatif buat pengguna tiktok. Dan satu harapan, agar seluruh penghuna tiktok, bisa digunakan dengan baik. Berpikir pada kemampuan diri sendiri.",Positif
Bagusya bagus,Positif
"apaan sih fyp tiktok akhir' ini bikin panas mulu siapa sih pembuat tiktok? apa maksud buat iri hati? aku juga mau uwuwu ok stop it, i'm very angry ya. /bl tiktok",Positif
Aplikasi apaan ini jelek banget tapi bohong hayuk😂 aplikasi bagus banget😊,Positif
Ada. Aja masalah tiktok Terus aja perbaikan.. sudah susah masukin kode ref.. sekarang susah juga penarikan ke e-walet.. Niat bagi2 duit gsk sih.. payah sekali kamu tok.. unisntall aja lah..bangsat.,Positif
Saya sangat seneng banget bisa menemukan aplikasi ini karena dengan ada aplikasi ini saya bisa menghasilkan uang asli dari tiktok mantap sekali terta beneran terima kasih😙😙.,Positif
aplikasi jangan lihat lagi pokok bagus,Positif
Aplikasi bagus banget aku suka apa lo lihat lihat kan aku dah bilang aplikasi bagus,Positif
kenapa tiktok sekarang suka lambat,Negatif
Menyesal saya nonton tiktok terkena berita bohong terus,Negatif
aplikasi pembohongan,Negatif
lain kali tolong di filter video karena banyak adegan kekerasan,Negatif
tiktok jelek,Negatif
"bagus sih tapi kok patah - patah sih. padahal penyimpanan gue masih aman, dan gue pakai wifi yang kuat banget. ''ini kenapa apa yang salah sama handphone gue""",Negatif
banyak sekali adegan yang tidak pantas untuk anak kecil,Negatif
aplikasi tidak ada manfaat,Negatif
aplikasi penipuan,Negatif
tiktok shop bohong tidak ada gratis ongkos kirim,Negatif
Ini kenapa akun saya kok tidak bisa login lagi padahal saya tidak dikasih kebijakan privasi tapi kok gak bisa kata disuruh menyetujui tapi dimana cara tolong kalo gini saya repot jadi soal akun saya hilang yang shabrinaaqela86 terima kasih,Negatif
jangan download tiktok,Negatif
aplikasi tidak bagus,Negatif
saya tidak puas dengan layanan aplikasi ini,Negatif
saya kecewa tiktok membuat kouta saya habis,Negatif
aplikasi mengecewakan,Negatif
saya tidak merekomendasikan aplikasi ini untuk anak - anak,Negatif
tiktok bukan aplikasi yang baik,Negatif
banyak video yang mengandung kebohongan,Negatif
tiktok tidak keren,Negatif
FYP saya banyak sekali video tidak bagus,Negatif
setelah menonton beberapa video dari tiktok saya tidak tertarik,Negatif
Agak sering lemot pindah² bahasa jadi enggak ngerti,Negatif
setelah update aplikasi tiktok sering lag,Negatif
tiktok koin pembohongan uang tiba - tiba hilang,Negatif
tidak seru,Negatif
"Mohon maaf ye tiktok bukan kenapa' tapi kenapa diakun tiktok saya enggak bisa salin komen, kan saya kalo mau salin link AU, link video youtube, kata' motivasi sama sastra enggak bisa. tolong ya tiktok ini akun saya yang bermasalah apa emang lu yang ilangin fitur",Negatif
"Tiktok tolonglah uang jangan hasil ngundang ngundang mulu, yang nonton"" video, teman saya gak ada yang bisa diajak kerja sama🙄🙏🏿 PLEASE",Negatif
"Aplikasi gak jelas Padahal saya belum pernah download tiktok tapi tidak bisa memasukkan kode, sudah lama nungguin download percuma buang buang data",Negatif
"kenapa video saya tidak bisa live, sangat mengecewakan tiktok",Negatif
aplikasi jelek banget,Negatif
Aplikasi bagus banget apa lihat ke bawah sudah tau bagus😄,Positif
Aplikasi bagus tapi kenapa untuk event yang selalu nonton video tidak ada kalo bisa kasih event juga buat kami para penikmat video terimakasih semoga admin merespon,Positif
"Akun saya tidak bisa mengundang teman . biasa diatas ada tulisan undang , tapi sekarang ganti tulisan tonton dapatkan 3.500 . terus gimna cara mau mengundang teman saya",Positif
"sukses selalu tim tiktok. untuk akun saya ianskuy2 ada masalah, kenapa tidak ada untuk beralih ke akun pro..? mohon ditindak lanjuti ya.. terimakasih.. 🙏",Positif
tiktok sekarang kalau lihat video sebentar.. yang sebelum  koin berputar sekarang jadi tulisan bonus saja .. mohon bantuan .. sudah 2 hari begitu,Positif
Aku suka aplikasi ini tapi ada konten yang tidak pantas untuk anak kecil,Positif
"Bagus aplikasi and menghibur juga,tapi kenapa aku kasih bintang 4? aplikasi ini menghasilkan uang, tetapi uang yang kita hasil kan setiap menonton video halah perak saya mengumpulkan koin ini tetapi ha mendapatkan 10.000",Positif
aplikasi memang bagus tapi kadang kadang sering keluar sendiri.. fyp isi video yang ngawur ngawur padahal aku enggak nonton video yang terkait dengan itu haduh untuk kedepan tolong diperbaiki lagi ya,Positif
Ini aplikasi yang sangat bagus Bagus☺,Positif
Aplikasi bagus kenapa lihat lihat kan sudah bilang bagus,Positif
"Tiktok aplikasi anak muda jaman sekarang, hampir 99% hidupku ada di tiktok, serujugaa bisa dapat duit . ♥️",Positif
Aplikasi ini sangat bagus,Positif
Aplikasi bagus dan bermanfaat. Bisa cari video yang bisa menambah wawasan dan pengetahuan. Tapi miris banyak yang menggunakan tiktok dengan tujuan negatif. Terimakasih.,Positif
"Assalamualaikum Min, Aku mau cerita Keluhan aku main tiktok, Baru Aja buka Tiktok, baru 5 menit, Signal bagus, eh mau buka Komentar, Gak bisa, mau scroll Ke bawah gak bisa, Kata Koneksi Jaringan Gagal, Padahal pakai Wifi Dan signal pun Gede, Tolong Dong Tiktok benerin BUG , Huh",Positif
"Bagus kok,tapi kadang suka keluar sendiri or enggak dia suka load ulang diberanda, bagus tapi diperbaiki lagi update thanks.",Positif
Tolong sediakan fitur history soal biasa tiba tiba kepencet refresh terus kalo mau cari vido yang tadi ke refresh itu sulit banget apalagi ngga inget username akun  mohon banget ni beneran ,Positif
Aplikasi bagus tapi untuk respon ketika mengajukan pertaan sangat lama di balas. dan tidak ada feedback sama sekali bagi konten kreator..,Positif
Aplikasi jelek banget tapi bohong,Positif
Bagus banget woy .?,Positif
"misi menonton video selama 30 menit sudah 3hari hilang tidak muncul-muncul, padahal saya tidak pernah melalukan pelanggaran ataupun kecurangan apapun. tolong perbaiki lah min🙏",Positif
Bagus banget aplikasi yang satu ini Tapi mohon dikurangin ya video yang joget aurat bertebaran☺,Positif
Aplikasi sangat bagus ayo download biar gak penasaran jadi ...,Positif
Sangat menyukai saya aplikasi bagus sekali terhibur jadi lihat video  ...,Positif
Bagus si tapi lihat apa kalian sudah dibilang aplikasi ...,Positif
Aplikasi InI Sangat luar biasa,Positif
Berbagai video ada disini dari dalam dan luar negeri juga ada pantas sekali TikTok hebat<<<<...,Positif
"Tiktik emang oke👍 tapi sayang poin sekarang menurun, <<- ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",Positif
Saya suka sih tapi harus ada tombol dislike,Positif
Sangat suka banget aplikasi bagus buat video juga tentang terkini. dapat uang juga lagi dengan tonton terus video ...,Positif
banyak video tidak berbobot,Negatif
"Kok yang pu saya tidak ada target iya, yang ada cuman undangan doang, padahal saya ini sudah beli hp lagi, buat akun lagi",Negatif
"Gue seneng ada Aplikasi tiktok, sekarang gak galau lagi, apalagi tiktok bagi2 uang tunai, nonton dapat uang....😁🙏",Positif
"Ini aplikasi bagus banget, but sekarang error, gue kan ingin download tanpa watermark ya di.. ya itu lah kaya google masala gue tau itu salah, tapi ini ya error gitu pas ada baca terta ada masalah dari aplikasi tiktok ,, gimana bund gue sudah minta ijin ke admin buat SV tanpa watermark argghh😭",Positif
aplikasi tidak bagus,Negatif
Aku kasih bintang 4 karena bisa membuat kouta habis cepet ditiktok ini ada video yang tidak baik ditonton orang orang...,Negatif
"sudah 2 hari ini aku tak masuk kerja,sudah 2 hari ini anak ku tak masuk sekolah,nasib..... Nasib",Negatif
karena tiktok anak saya susah belajar,Negatif
aplikasi yang membuat tidak jadi produktif,Negatif
"sudah beberapa hari ini entah coint tiktok ku sudah enggak bisa jalan lagi, padahal aku cuman ngarepin coin tiktok, bukan ngundang temen",Negatif
tidak seru sudah tidak ada event koin lagi,Negatif
